Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
1994,216026,4,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,60,4
1994,387066,4,0.664,0.998,6,-5.86,0,0.0642,0.00128,0.466,0.287,0.37,149.002,38,4
1995,402466,4,0.56,0.95,11,-5.99,0,0.129,0.0498,0.0864,0.124,0.228,103.993,29,4
1996,279800,4,0.545,0.948,11,-5.098,1,0.0779,0.00335,0.364,0.226,0.355,141.507,51,4
1997,336280,4,0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,52,4
1997,257600,4,0.725,0.877,0,-3.496,1,0.0646,0.068,3.65e-05,0.09,0.0976,105.921,37,4
1997,343386,4,0.604,0.995,10,-3.641,0,0.164,0.00306,0.626,0.109,0.262,136.216,50,4
2001,405920,4,0.581,0.879,4,-9.845,0,0.057,6.62e-06,0.852,0.0848,0.0399,135.026,45,4
2013,262200,4,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,64,4
2014,250946,4,0.648,0.812,11,-7.585,0,0.0414,0.000329,0.0369,0.0857,0.122,128.178,63,4
2015,443426,4,0.604,0.939,10,-7.49,0,0.0544,0.0102,0.698,0.0723,0.205,139.975,57,4
2015,190013,4,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,61,4
2016,192096,4,0.61,0.885,5,-3.929,0,0.055,0.0102,0.0,0.393,0.464,123.989,32,4
2018,215759,4,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,70,4
2020,164000,4,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,74,4
2021,140500,4,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,74,4
2011,254250,4,0.513,0.769,10,-4.45,0,0.0396,0.0984,3.83e-05,0.266,0.174,128.07,12,4
2012,270857,4,0.462,0.987,6,-3.62,1,0.132,0.000283,0.107,0.17,0.264,139.957,16,4
2013,220000,4,0.443,0.726,7,-3.745,1,0.167,0.416,0.0,0.369,0.37,119.824,36,4
2015,242823,4,0.342,0.691,5,-2.905,0,0.0329,0.000674,3.33e-05,0.26,0.665,175.272,39,4
2016,202314,4,0.679,0.77,7,-3.405,1,0.0364,0.487,0.0,0.292,0.657,121.051,30,4
2016,354090,4,0.642,0.625,3,-8.943,0,0.0396,0.00175,0.0142,0.477,0.223,132.024,12,4
2017,217377,4,0.587,0.753,4,-6.066,1,0.0419,0.279,0.000133,0.238,0.463,122.068,41,4
2019,211690,4,0.529,0.739,7,-2.62,0,0.0301,0.233,0.000815,0.112,0.183,141.889,30,4
2021,298581,4,0.502,0.893,7,-4.577,1,0.0559,0.522,0.0105,0.338,0.518,147.952,34,4
2013,197661,4,0.601,0.916,4,-2.155,0,0.0318,0.0248,0.00124,0.362,0.14,123.991,56,4
2015,214325,4,0.527,0.846,1,-3.721,0,0.121,0.0335,0.000133,0.144,0.554,128.026,55,4
2015,192611,4,0.648,0.91,9,-3.459,0,0.0532,0.0101,0.00702,0.387,0.867,126.003,20,4
2016,208561,4,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,70,4
2016,206814,4,0.576,0.864,0,-4.287,0,0.0527,0.0832,0.0,0.241,0.425,126.021,39,4
2016,238125,4,0.538,0.749,4,-2.922,0,0.0359,0.0626,0.0,0.436,0.0855,128.002,26,4
2018,255483,4,0.594,0.65,10,-5.073,1,0.0404,0.014,0.0142,0.267,0.106,126.0,38,4
2019,158894,4,0.541,0.751,8,-3.093,0,0.0747,0.233,0.000862,0.12,0.422,118.035,37,4
2019,205714,4,0.651,0.7,1,-4.264,0,0.0318,0.352,0.0,0.061,0.214,104.964,59,4
2016,242400,4,0.562,0.955,11,-4.67,0,0.368,0.0103,0.0592,0.283,0.197,149.996,15,4
2018,303777,4,0.817,0.927,7,-4.119,0,0.22,0.0477,0.0563,0.102,0.443,128.029,44,4
2018,266322,4,0.635,0.947,10,-1.919,0,0.123,0.0233,0.0541,0.126,0.593,155.01,42,4
2018,248432,4,0.451,0.663,9,-8.036,0,0.121,0.0497,0.578,0.271,0.111,143.75,21,4
2020,208551,4,0.597,0.988,6,-1.494,1,0.587,0.041,0.0911,0.134,0.317,72.454,39,4
2009,213458,4,0.673,0.819,8,-5.174,0,0.158,0.00847,0.0011,0.206,0.349,174.027,29,4
2010,337800,5,0.624,0.718,2,-4.495,0,0.0458,0.000363,0.00519,0.328,0.145,129.031,39,4
2011,206733,4,0.596,0.956,1,-3.176,1,0.103,0.000502,4.12e-05,0.312,0.058,128.969,18,4
2011,208666,4,0.589,0.859,1,-4.674,0,0.177,5.17e-05,0.1,0.0592,0.0528,129.497,21,4
2013,371306,4,0.46,0.799,6,-4.913,1,0.0516,2.2e-05,0.00296,0.075,0.239,127.98,18,4
2015,195761,4,0.428,0.885,9,-4.101,1,0.0527,0.00635,0.0,0.0924,0.0762,127.927,32,4
2017,176591,4,0.734,0.879,4,-3.853,1,0.0802,0.00227,1.97e-06,0.497,0.607,116.995,15,4
2014,115546,4,0.725,0.74,8,-5.08,1,0.0323,0.00156,0.000464,0.338,0.827,92.978,58,4
2015,168641,4,0.745,0.869,6,-4.375,1,0.0444,0.00193,0.0,0.0799,0.814,104.015,49,4
2015,225624,4,0.576,0.968,6,-2.078,0,0.0554,1.48e-05,0.345,0.689,0.261,150.018,37,4
2016,211776,4,0.829,0.695,1,-5.561,1,0.0473,0.000956,0.178,0.112,0.369,102.018,61,4
2016,188680,4,0.547,0.886,8,-4.017,1,0.0308,0.000619,0.000232,0.193,0.294,145.055,44,4
2018,193659,4,0.656,0.908,4,-3.195,0,0.0327,0.0114,0.212,0.17,0.232,144.983,51,4
2011,243413,4,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,59,4
2012,271426,4,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,74,4
2014,203306,4,0.537,0.759,3,-5.622,1,0.0444,0.0267,0.0,0.0947,0.377,127.973,49,4
2015,218293,4,0.628,0.832,11,-4.126,0,0.0282,0.0079,1.46e-05,0.074,0.56,128.003,67,4
2015,240000,4,0.579,0.846,9,-2.876,0,0.0574,0.00537,6.88e-06,0.145,0.367,129.999,64,4
2016,210090,4,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,74,4
2017,184732,4,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,78,4
2019,204583,4,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,53,4
2019,207029,3,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,63,4
2019,207029,3,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,63,4
2012,164575,4,0.568,0.858,11,-2.442,0,0.307,0.0308,0.778,0.108,0.453,139.795,37,4
2013,229290,4,0.677,0.849,1,-5.619,1,0.0848,0.00682,0.267,0.121,0.0586,140.027,34,4
2015,197429,4,0.672,0.843,4,-6.513,0,0.0365,0.0327,0.736,0.132,0.473,123.994,38,4
2016,284444,4,0.45,0.756,1,-6.307,0,0.0389,0.108,0.0205,0.0762,0.268,135.102,45,4
2018,212560,4,0.594,0.807,9,-4.973,1,0.199,0.000867,0.000147,0.33,0.485,140.249,27,4
2018,197388,4,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,55,4
2020,218312,4,0.736,0.882,11,-4.285,0,0.0398,0.0833,0.000349,0.354,0.517,126.012,47,4
1960,164000,4,0.381,0.22,7,-14.402,1,0.0319,0.994,0.0954,0.159,0.412,128.128,0,5
1960,177266,1,0.65,0.12,7,-15.079,1,0.0389,0.955,0.0,0.11,0.636,91.022,0,5
1960,161733,4,0.864,0.0981,2,-12.685,1,0.103,0.99,0.0,0.217,0.762,112.197,0,5
1960,204106,4,0.259,0.0462,0,-17.727,1,0.0363,0.993,1.76e-06,0.0709,0.39,86.418,3,5
1960,119200,4,0.554,0.287,7,-9.339,1,0.0301,0.861,5.37e-06,0.117,0.223,86.053,19,5
1960,173733,4,0.636,0.345,0,-8.455,1,0.0409,0.793,0.0,0.093,0.71,165.278,3,5
1960,117893,3,0.679,0.504,2,-8.374,1,0.029,0.67,0.0,0.12,0.8,122.636,3,5
1960,149173,4,0.658,0.372,8,-9.232,1,0.0274,0.7,0.0,0.408,0.634,95.154,15,5
1960,218971,4,0.47,0.253,5,-8.148,1,0.0286,0.747,0.0,0.3,0.328,131.091,9,5
1967,1116933,4,0.561,0.366,9,-14.14,1,0.327,0.851,0.0,0.813,0.646,78.659,41,5
1967,291640,3,0.516,0.276,5,-13.913,1,0.244,0.857,0.0,0.322,0.551,142.504,7,5
1967,186493,4,0.648,0.332,6,-9.84,1,0.0311,0.854,6.55e-06,0.103,0.317,133.865,24,5
1967,274506,4,0.616,0.577,1,-8.834,1,0.0407,0.535,0.0,0.0808,0.592,145.863,51,5
1967,170933,4,0.428,0.392,6,-14.087,1,0.0384,0.695,0.000146,0.0953,0.602,152.822,35,5
1968,207160,4,0.625,0.573,7,-8.624,1,0.0402,0.645,0.0,0.0799,0.75,143.94,23,5
1972,186506,4,0.558,0.744,4,-7.791,0,0.037,0.569,0.000148,0.24,0.54,128.949,42,5
1975,227600,4,0.34,0.642,2,-10.094,1,0.0793,0.604,0.0,0.944,0.58,67.666,6,5
1963,144293,4,0.657,0.12,4,-21.553,1,0.0346,0.809,1.01e-05,0.11,0.416,98.049,1,5
1963,175613,3,0.614,0.69,2,-6.804,1,0.324,0.791,0.0,0.946,0.557,93.104,0,5
1969,315840,4,0.75,0.532,1,-10.472,1,0.0329,0.428,0.0,0.0688,0.861,94.831,15,5
1969,145533,4,0.528,0.0731,0,-27.428,1,0.0346,0.916,0.614,0.108,0.265,100.753,41,5
1969,149000,4,0.554,0.147,6,-19.294,1,0.0988,0.951,0.0104,0.13,0.0713,110.682,21,5
1969,335700,4,0.52,0.422,11,-6.449,0,0.0476,0.685,0.0,0.163,0.5,57.397,7,5
1969,171000,3,0.479,0.176,9,-14.906,1,0.0447,0.764,0.0,0.0936,0.498,149.796,18,5
1969,201000,4,0.397,0.305,10,-15.718,1,0.0277,0.359,0.0,0.0729,0.396,82.178,27,5
1969,182133,4,0.502,0.578,2,-9.112,1,0.0401,0.553,0.0,0.123,0.77,147.922,34,5
1969,140000,4,0.512,0.208,8,-15.605,1,0.0522,0.777,0.0,0.102,0.426,97.745,38,5
1969,151466,3,0.428,0.0542,8,-22.735,1,0.0432,0.948,3.68e-05,0.122,0.266,125.823,34,5
1957,130026,4,0.671,0.275,0,-12.755,1,0.0385,0.671,0.0,0.199,0.806,152.649,46,5
1960,159933,4,0.63,0.0589,4,-18.238,1,0.0784,0.963,0.000176,0.273,0.492,78.99,34,5
1960,170000,5,0.457,0.0689,5,-15.658,1,0.0338,0.939,3.34e-06,0.126,0.373,105.47,25,5
1960,237773,4,0.528,0.121,0,-17.214,1,0.0334,0.835,0.000297,0.0985,0.355,97.887,12,5
1960,153826,3,0.543,0.068,7,-17.254,1,0.0718,0.95,0.0,0.114,0.39,84.635,7,5
1965,135533,4,0.682,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.453,53,5
1962,227893,4,0.584,0.69,0,-10.244,1,0.532,0.675,0.0,0.682,0.72,128.422,14,5
1962,166826,4,0.544,0.321,3,-14.9,1,0.0549,0.763,0.0,0.0908,0.733,165.07,10,5
1962,192160,4,0.722,0.42,1,-12.541,1,0.0343,0.48,2.42e-06,0.327,0.901,112.809,11,5
1986,480360,4,0.705,0.458,11,-9.453,0,0.0834,0.446,5.73e-06,0.0878,0.454,136.01,6,5
1986,196693,4,0.654,0.298,11,-11.967,1,0.199,0.66,0.0,0.313,0.751,98.971,0,5
1962,166973,4,0.582,0.268,6,-12.387,1,0.0626,0.953,0.0,0.119,0.463,88.73,1,5
1962,242146,4,0.652,0.477,8,-10.051,1,0.0325,0.83,0.000725,0.0963,0.669,117.047,1,5
1962,123293,1,0.795,0.2,0,-16.938,1,0.139,0.964,0.0,0.089,0.644,117.636,10,5
1963,255693,4,0.612,0.0983,1,-19.926,1,0.0405,0.892,0.000233,0.114,0.326,120.546,22,5
1963,229813,4,0.555,0.0445,9,-20.208,1,0.0393,0.887,0.00688,0.109,0.148,108.619,16,5
1963,226853,1,0.495,0.0682,9,-19.994,1,0.0271,0.844,0.00914,0.0903,0.0848,105.436,24,5
1963,297200,4,0.428,0.7,9,-9.666,1,0.136,0.974,0.384,0.804,0.606,92.097,6,5
1963,222720,4,0.465,0.242,6,-18.087,1,0.0396,0.885,0.337,0.688,0.1,156.672,29,5
1963,340266,4,0.358,0.137,0,-15.679,0,0.034,0.912,0.000754,0.112,0.145,96.914,10,5
1963,212826,4,0.474,0.447,4,-10.906,1,0.0378,0.978,0.128,0.682,0.353,137.217,34,5
1963,230400,4,0.511,0.432,9,-9.444,1,0.0435,0.867,1.85e-05,0.697,0.388,102.335,10,5
1963,248506,4,0.587,0.491,0,-10.224,1,0.3,0.829,0.0,0.328,0.536,110.708,2,5
1971,370040,4,0.648,0.584,9,-13.33,1,0.0762,0.313,0.000292,0.096,0.814,96.97,26,5
1971,188746,3,0.465,0.286,9,-15.019,1,0.0349,0.707,0.00327,0.778,0.501,136.492,15,5
1972,339240,4,0.295,0.734,7,-10.904,1,0.044,0.481,0.0717,0.198,0.6,142.46,19,5
1964,92000,4,0.421,0.689,3,-19.068,1,0.0332,0.816,0.879,0.105,0.952,123.568,36,5
1964,192000,4,0.516,0.157,5,-19.213,1,0.0354,0.876,1.42e-05,0.142,0.783,93.719,45,5
1964,121000,4,0.572,0.191,2,-18.128,0,0.0383,0.862,0.000722,0.0764,0.965,109.581,37,5
1964,179333,4,0.585,0.529,3,-12.003,0,0.0291,0.644,0.0131,0.0795,0.938,133.075,41,5
1964,159000,4,0.547,0.127,3,-21.435,1,0.0373,0.892,1.58e-05,0.112,0.73,89.404,51,5
1964,217826,4,0.69,0.268,7,-16.36,1,0.0327,0.896,0.000106,0.123,0.583,96.479,34,5
1964,202907,4,0.55,0.261,9,-14.856,1,0.0314,0.934,0.139,0.23,0.593,96.154,22,5
1964,195333,4,0.627,0.394,9,-12.793,1,0.0344,0.855,0.0,0.0904,0.887,123.939,29,5
1964,235386,4,0.57,0.203,1,-9.78,1,0.0338,0.961,0.0,0.105,0.637,110.48,14,5
1964,131360,4,0.796,0.358,2,-12.076,0,0.0313,0.83,0.00346,0.0593,0.733,102.747,20,5
1964,202546,4,0.548,0.204,6,-12.762,1,0.0338,0.976,0.0,0.424,0.548,92.519,29,5
1964,176733,4,0.557,0.343,7,-10.756,1,0.033,0.878,0.0,0.0481,0.923,128.676,20,5
1964,177666,3,0.707,0.303,8,-12.853,0,0.0351,0.927,1.25e-05,0.126,0.85,118.139,26,5
1965,173813,3,0.385,0.306,3,-12.167,1,0.0297,0.452,7.43e-06,0.128,0.546,173.377,56,5
1966,227226,4,0.71,0.319,2,-12.387,1,0.0667,0.534,0.0201,0.211,0.757,105.489,50,5
1966,293933,4,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,57,5
1966,195000,4,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,54,5
1967,155000,4,0.677,0.721,9,-8.2,1,0.216,0.697,0.0,0.158,0.917,87.181,28,5
1968,302640,4,0.291,0.313,0,-16.17,1,0.0347,0.177,0.000552,0.0828,0.341,77.893,45,5
1968,193466,4,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,52,5
1968,160160,4,0.615,0.291,2,-19.48,1,0.0317,0.258,0.000917,0.519,0.881,129.367,37,5
1968,175106,4,0.341,0.178,11,-15.314,0,0.036,0.914,4.64e-05,0.077,0.38,138.345,21,5
1958,166373,4,0.397,0.203,10,-18.596,1,0.0292,0.979,0.193,0.106,0.489,103.885,41,5
1958,74133,4,0.429,0.144,3,-22.97,1,0.0515,0.992,0.948,0.107,0.901,84.258,41,5
1958,205493,4,0.527,0.171,10,-14.512,1,0.0353,0.976,0.000545,0.114,0.664,106.462,31,5
1958,283800,4,0.485,0.146,4,-18.318,0,0.034,0.967,0.058,0.106,0.376,114.175,25,5
1958,287746,4,0.654,0.132,2,-16.659,1,0.0402,0.956,0.0755,0.184,0.698,81.158,12,5
1958,100693,4,0.398,0.425,5,-17.765,0,0.0341,0.903,0.806,0.102,0.924,97.263,42,5
1975,213026,4,0.476,0.318,10,-10.953,1,0.0304,0.78,2e-06,0.104,0.311,126.495,46,5
1975,203666,4,0.523,0.134,0,-16.315,1,0.0277,0.786,0.0,0.101,0.336,79.298,6,5
1975,181226,3,0.275,0.317,1,-12.719,1,0.0297,0.257,8.08e-05,0.104,0.356,173.483,35,5
1975,240146,4,0.438,0.288,10,-11.159,1,0.0262,0.79,0.00333,0.709,0.239,78.93,21,5
1978,185066,4,0.763,0.655,3,-10.424,1,0.0348,0.216,0.000114,0.102,0.952,134.312,29,5
1998,289560,4,0.367,0.0445,10,-19.014,0,0.035,0.976,0.0283,0.734,0.118,147.411,46,5
1998,282093,4,0.461,0.0859,9,-14.676,1,0.0309,0.974,1.12e-06,0.077,0.31,79.817,57,5
1998,240826,4,0.334,0.191,8,-11.846,1,0.0332,0.561,9.76e-06,0.114,0.171,84.952,40,5
1998,214373,4,0.593,0.254,9,-13.786,1,0.0512,0.118,4.37e-05,0.864,0.269,77.062,35,5
1998,224573,4,0.384,0.225,7,-12.159,1,0.0281,0.851,0.00547,0.13,0.154,153.488,56,5
1998,240000,3,0.381,0.153,2,-13.145,1,0.0402,0.924,0.00127,0.122,0.218,181.003,56,5
1998,244093,4,0.648,0.375,10,-10.823,0,0.033,0.701,2.44e-06,0.0998,0.612,112.668,44,5
2023,299986,4,0.295,0.226,8,-10.998,1,0.0274,0.857,0.0136,0.113,0.114,93.272,43,5
1960,234840,4,0.557,0.101,9,-15.589,1,0.0341,0.885,1.88e-06,0.21,0.524,126.396,26,5
1964,63160,3,0.548,0.0191,2,-20.164,0,0.0835,0.985,4.04e-05,0.111,0.259,132.776,33,5
1964,207293,4,0.73,0.157,3,-15.343,1,0.0811,0.983,0.00197,0.118,0.643,87.766,14,5
1964,215373,4,0.684,0.448,9,-8.558,0,0.0533,0.942,0.0,0.608,0.704,118.449,27,5
1964,282693,3,0.473,0.277,2,-14.791,1,0.0617,0.559,0.0,0.148,0.549,170.218,20,5
1964,201893,4,0.689,0.203,7,-15.837,0,0.0488,0.674,1.83e-06,0.0805,0.612,128.64,10,5
1969,280600,4,0.6,0.255,2,-16.518,0,0.0339,0.819,0.00438,0.103,0.451,115.854,28,5
1969,184760,3,0.512,0.197,9,-19.011,0,0.0358,0.899,0.354,0.115,0.714,123.555,26,5
1969,489106,4,0.407,0.525,2,-13.609,1,0.0878,0.0164,0.135,0.0868,0.739,90.745,39,5
1969,169586,4,0.426,0.37,2,-10.342,1,0.0307,0.57,2.46e-06,0.116,0.59,140.929,25,5
1969,433360,3,0.558,0.451,2,-13.04,1,0.0453,0.319,0.000113,0.102,0.766,125.825,33,5
1969,305986,4,0.51,0.194,4,-15.849,1,0.0315,0.686,0.318,0.113,0.434,144.595,41,5
1970,288720,4,0.719,0.424,9,-7.209,1,0.0312,0.461,0.000339,0.112,0.731,115.734,3,5
1970,343906,4,0.495,0.382,4,-12.045,0,0.0289,0.572,0.222,0.0931,0.344,151.919,15,5
1971,668360,4,0.364,0.413,2,-12.602,1,0.0262,0.0946,0.371,0.118,0.249,86.851,21,5
1965,144666,4,0.566,0.402,7,-10.601,1,0.0298,0.684,8.23e-05,0.128,0.505,114.965,20,5
1965,147933,4,0.642,0.646,7,-8.364,1,0.0283,0.262,0.00046,0.126,0.886,109.649,10,5
1965,241440,4,0.409,0.0862,9,-21.619,1,0.0385,0.759,0.408,0.112,0.0433,123.325,26,5
1965,220866,3,0.495,0.398,4,-13.364,0,0.0371,0.427,7.22e-06,0.0696,0.452,155.502,22,5
1965,143160,4,0.505,0.0365,2,-17.544,1,0.0646,0.934,0.0086,0.12,0.223,114.553,34,5
1965,283706,4,0.67,0.318,9,-13.292,1,0.0319,0.45,0.0,0.106,0.626,123.815,13,5
1965,258573,4,0.37,0.0808,7,-17.184,1,0.0405,0.922,0.0158,0.114,0.139,135.249,26,5
1966,164600,4,0.671,0.299,2,-13.215,1,0.0315,0.521,0.000288,0.15,0.574,120.112,22,5
1966,245133,3,0.483,0.365,2,-14.455,1,0.0963,0.118,0.0076,0.0785,0.576,122.92,38,5
1998,243866,4,0.575,0.202,9,-11.926,0,0.0317,0.896,0.00528,0.139,0.284,149.509,37,5
1998,185066,4,0.685,0.547,8,-6.945,1,0.03,0.693,0.0422,0.0572,0.675,93.367,32,5
1998,175083,4,0.699,0.45,4,-10.022,1,0.039,0.311,9.18e-06,0.117,0.904,173.347,34,5
1998,293693,4,0.522,0.12,2,-11.9,1,0.036,0.922,0.0,0.11,0.237,154.357,32,5
1998,288000,4,0.686,0.143,0,-14.701,1,0.042,0.94,7.65e-05,0.0792,0.351,101.651,45,5
1998,879800,4,0.446,0.0227,11,-18.429,1,0.0338,0.944,3.99e-06,0.101,0.167,88.52,30,5
1998,227840,4,0.653,0.453,4,-10.12,1,0.0375,0.766,0.0003,0.0756,0.489,142.347,28,5
1998,382560,4,0.562,0.282,9,-9.772,0,0.0312,0.829,0.0126,0.33,0.156,146.58,36,5
1998,241957,4,0.573,0.431,5,-9.066,0,0.0309,0.83,0.0,0.104,0.642,97.371,40,5
2004,256026,4,0.7,0.118,0,-12.687,1,0.0357,0.726,0.000497,0.109,0.335,122.591,46,5
1965,161973,4,0.564,0.343,2,-12.602,1,0.0283,0.771,1.36e-06,0.14,0.734,108.064,34,5
1966,198066,4,0.478,0.272,5,-16.161,1,0.03,0.497,1.91e-05,0.124,0.715,105.441,52,5
1968,153426,4,0.563,0.496,2,-13.059,1,0.0305,0.673,2.49e-05,0.223,0.868,104.16,46,5
1970,228840,4,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,64,5
1971,202933,4,0.593,0.243,4,-18.095,1,0.0304,0.856,0.000244,0.168,0.433,106.764,34,5
1974,222133,4,0.538,0.346,4,-14.403,1,0.0252,0.466,1.24e-05,0.0929,0.459,85.031,53,5
1974,213400,4,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,68,5
1975,168826,4,0.672,0.425,11,-12.117,1,0.0277,0.678,0.000616,0.142,0.533,109.575,48,5
1976,425160,4,0.322,0.368,5,-14.497,1,0.0306,0.652,0.000193,0.124,0.317,103.497,36,5
1976,389280,3,0.308,0.376,4,-15.24,1,0.0626,0.116,2.52e-06,0.166,0.158,186.047,61,5
1956,183133,4,0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,63,5
1956,214480,4,0.707,0.505,6,-13.643,0,0.338,0.101,0.0,0.173,0.803,140.944,36,5
1956,180586,4,0.315,0.146,10,-15.354,1,0.0353,0.937,0.00109,0.112,0.366,92.842,0,5
1956,215837,4,0.605,0.434,1,-9.879,0,0.405,0.702,0.0,0.0793,0.96,86.938,42,5
1957,186533,4,0.588,0.201,2,-15.31,1,0.0443,0.867,0.0,0.164,0.687,150.027,31,5
1957,201453,5,0.322,0.383,2,-12.023,1,0.0514,0.868,0.0,0.36,0.575,65.939,41,5
1957,184906,4,0.596,0.142,2,-19.882,1,0.0867,0.962,1.71e-05,0.093,0.695,144.424,48,5
1961,221704,4,0.594,0.889,5,-7.775,1,0.246,0.768,0.0,0.124,0.8,116.187,64,5
1972,204186,4,0.496,0.277,0,-15.906,1,0.0374,0.755,6.95e-06,0.0955,0.496,119.351,34,5
1972,263600,4,0.578,0.606,7,-10.263,1,0.049,0.328,0.0,0.112,0.661,151.912,36,5
1972,425973,4,0.438,0.363,2,-12.215,1,0.05,0.737,0.0,0.958,0.316,127.308,15,5
1972,402840,4,0.61,0.363,4,-12.576,0,0.0322,0.679,2.83e-05,0.18,0.462,118.509,44,5
1974,345306,4,0.525,0.452,0,-9.604,1,0.0421,0.259,7.07e-05,0.107,0.756,81.452,30,5
1974,212405,4,0.463,0.484,10,-13.259,1,0.0395,0.456,0.0,0.125,0.513,77.521,49,5
1974,313653,4,0.67,0.55,4,-9.415,0,0.0596,0.689,0.0,0.0871,0.491,74.483,36,5
1975,599506,4,0.456,0.3,2,-15.094,1,0.0772,0.703,0.00104,0.669,0.241,143.809,29,5
1975,317733,4,0.424,0.377,7,-13.707,1,0.0632,0.553,3.69e-06,0.964,0.221,97.75,28,5
1976,201000,3,0.494,0.0411,7,-9.696,1,0.0667,0.965,0.0,0.106,0.426,168.333,6,5
1976,180493,4,0.513,0.446,0,-10.991,1,0.0311,0.697,0.000691,0.313,0.904,159.59,18,5
1976,228000,4,0.494,0.166,9,-12.782,1,0.0294,0.588,0.0,0.0582,0.473,103.78,6,5
1976,271493,4,0.382,0.276,9,-11.017,1,0.0285,0.695,0.0,0.13,0.398,144.066,0,5
1976,272000,4,0.579,0.415,3,-5.812,1,0.0319,0.658,0.0,0.162,0.542,119.42,17,5
1976,201493,4,0.597,0.409,9,-9.511,1,0.0295,0.892,0.0,0.101,0.494,144.082,12,5
1976,161266,4,0.645,0.464,10,-8.68,1,0.0292,0.49,0.000106,0.108,0.715,113.017,3,5
1962,167000,4,0.519,0.535,5,-13.214,1,0.0318,0.763,0.0,0.135,0.888,140.402,26,5
1963,209000,4,0.523,0.0339,7,-24.643,1,0.03,0.831,0.0,0.162,0.465,104.881,34,5
1963,163000,4,0.324,0.173,3,-15.267,1,0.029,0.804,0.00042,0.102,0.244,91.487,5,5
1964,141000,4,0.613,0.156,0,-15.968,1,0.0322,0.643,4.2e-06,0.0857,0.549,124.566,30,5
1964,136773,4,0.648,0.178,0,-17.419,1,0.0626,0.962,0.0,0.188,0.648,126.77,7,5
1966,180133,4,0.463,0.413,2,-14.064,1,0.0309,0.151,1.06e-05,0.372,0.713,142.184,3,5
1992,166600,4,0.659,0.319,5,-12.408,1,0.0352,0.752,0.0,0.149,0.723,80.45,46,5
1992,300933,4,0.708,0.267,11,-7.546,1,0.0326,0.722,5.1e-06,0.246,0.322,115.916,46,5
1994,301826,4,0.431,0.0437,0,-14.377,1,0.0355,0.902,1.88e-05,0.103,0.375,79.742,22,5
1994,205973,4,0.569,0.244,11,-13.323,1,0.101,0.672,0.0,0.109,0.597,166.23,24,5
1994,408933,4,0.642,0.229,0,-13.512,1,0.0316,0.775,0.0,0.1,0.442,129.263,19,5
1996,266733,4,0.609,0.606,11,-6.619,1,0.0266,0.23,0.000227,0.0733,0.54,91.145,22,5
1996,315373,4,0.675,0.77,0,-5.0,1,0.0342,0.118,2.64e-05,0.103,0.52,123.357,29,5
1968,189480,4,0.447,0.186,0,-17.369,1,0.0322,0.283,0.0,0.158,0.564,150.799,55,5
1970,200579,4,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,51,5
1970,171093,3,0.512,0.239,2,-15.055,1,0.0353,0.442,0.0,0.093,0.634,141.292,46,5
1971,268706,4,0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,52,5
1972,238573,4,0.579,0.267,4,-15.11,1,0.0348,0.118,0.000562,0.132,0.353,74.899,65,5
1972,205733,4,0.529,0.343,2,-16.192,1,0.044,0.654,5.97e-05,0.121,0.661,153.466,44,5
