Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
1988,210000,4,0.609,0.644,9,-13.53,0,0.0353,0.0619,0.0,0.19,0.893,124.323,19,15
1967,197000,4,0.572,0.338,9,-14.829,0,0.0275,0.719,1.8e-06,0.1,0.572,98.887,25,15
1969,202000,4,0.418,0.436,7,-12.942,1,0.0327,0.527,0.0,0.0896,0.704,169.748,39,15
1970,257000,4,0.233,0.531,2,-12.363,1,0.044,0.135,9.59e-06,0.107,0.418,139.688,31,15
1972,167000,4,0.452,0.856,0,-8.721,1,0.0448,0.178,3.32e-05,0.185,0.553,138.486,49,15
1972,254000,4,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,77,15
1983,265000,4,0.551,0.754,6,-7.522,0,0.0309,0.0665,0.125,0.0589,0.962,129.758,40,15
1987,261000,4,0.566,0.969,0,-6.158,1,0.0489,0.00694,0.000407,0.128,0.503,144.384,17,15
2003,274000,4,0.691,0.758,4,-4.205,0,0.0359,0.0329,7.72e-06,0.131,0.587,119.874,23,15
2013,265000,4,0.367,0.466,11,-9.19,1,0.0276,0.386,0.0487,0.0757,0.116,104.169,23,15
1968,391000,4,0.344,0.351,9,-12.784,0,0.0329,0.479,0.00128,0.112,0.381,87.748,20,15
1970,620000,4,0.338,0.461,9,-10.74,0,0.0396,0.17,0.564,0.0927,0.351,126.698,44,15
1974,256000,4,0.36,0.598,0,-7.333,1,0.0327,0.00482,0.534,0.222,0.242,134.892,14,15
1974,363000,4,0.342,0.933,0,-4.241,1,0.053,0.0227,0.0668,0.38,0.496,97.947,15,15
1974,331000,4,0.502,0.815,7,-9.079,1,0.0748,0.000374,0.873,0.0575,0.516,96.169,14,15
1974,280000,4,0.601,0.774,7,-6.059,1,0.0299,0.0508,3.21e-05,0.136,0.586,112.238,26,15
1974,336000,4,0.555,0.803,4,-7.321,0,0.0308,0.143,1.44e-05,0.881,0.825,95.474,11,15
1987,282000,4,0.47,0.969,2,-9.486,1,0.0594,0.000328,0.502,0.199,0.327,132.821,21,15
1990,357000,4,0.515,0.901,2,-6.128,1,0.0517,0.0578,0.000333,0.0899,0.48,94.935,17,15
1996,282000,4,0.38,0.803,2,-7.268,1,0.0458,0.0039,0.00055,0.0783,0.45,159.932,22,15
1996,248000,4,0.618,0.872,2,-6.384,1,0.039,0.0229,1.16e-06,0.425,0.743,123.058,20,15
2005,323000,3,0.447,0.655,2,-5.6,1,0.0293,0.0153,0.291,0.126,0.173,62.991,20,15
2005,241000,4,0.535,0.883,9,-5.056,1,0.0486,0.00339,0.00268,0.175,0.376,149.939,16,15
2013,286000,4,0.475,0.835,2,-5.656,0,0.0412,0.000157,0.151,0.305,0.309,114.097,25,15
2021,293000,4,0.428,0.829,0,-4.913,1,0.0338,7.25e-05,0.0381,0.163,0.309,113.03,15,15
2024,250000,4,0.409,0.989,1,-1.318,0,0.13,0.00571,0.000131,0.451,0.0558,104.016,29,15
2024,245000,4,0.299,0.992,4,-1.479,0,0.195,0.0044,0.0053,0.148,0.265,164.173,25,15
2024,248000,4,0.274,0.979,0,-1.4,1,0.0674,0.00791,2.63e-05,0.318,0.437,177.734,27,15
1987,342000,4,0.52,0.916,2,-5.772,1,0.0392,0.00215,0.0236,0.318,0.388,86.414,47,15
1992,261000,4,0.532,0.915,2,-6.175,1,0.0537,0.00537,3.32e-05,0.076,0.522,132.012,26,15
1996,181000,4,0.595,0.888,4,-8.253,1,0.0411,0.000385,0.00873,0.0431,0.556,99.63,12,15
1996,261000,4,0.419,0.876,0,-8.239,1,0.057,0.000803,0.000559,0.349,0.307,163.992,20,15
1996,244000,4,0.407,0.387,4,-12.525,1,0.0309,0.258,0.0,0.315,0.203,73.987,25,15
1999,257000,4,0.416,0.977,2,-5.866,1,0.128,0.00165,4.52e-05,0.287,0.0745,139.347,17,15
2002,241000,4,0.486,0.735,7,-5.257,1,0.0277,0.000299,0.0,0.333,0.49,150.414,21,15
2006,247000,4,0.478,0.734,6,-4.359,1,0.0282,0.000953,0.0,0.0557,0.508,68.014,14,15
2015,259000,4,0.401,0.798,8,-6.596,1,0.0407,3.8e-05,0.000142,0.133,0.435,156.939,18,15
2022,337000,3,0.314,0.754,3,-4.618,0,0.0328,0.000195,0.0227,0.37,0.246,184.074,32,15
2022,226000,4,0.605,0.705,9,-5.467,1,0.0272,0.000744,2.1e-06,0.241,0.432,102.718,24,15
1979,349000,4,0.793,0.688,2,-11.154,1,0.0358,0.0349,0.503,0.0803,0.963,110.32,34,15
1985,417000,4,0.569,0.302,4,-14.133,0,0.0412,0.841,0.159,0.0645,0.643,142.832,36,15
1984,203000,4,0.622,0.503,0,-13.999,1,0.0316,0.433,0.0,0.143,0.943,131.485,23,15
2015,246000,4,0.644,0.475,1,-9.306,1,0.0223,0.321,9.81e-06,0.0981,0.237,89.201,30,15
1983,210000,4,0.585,0.753,2,-7.928,1,0.0422,0.115,0.736,0.34,0.611,171.14,15,15
1988,278000,4,0.73,0.801,0,-14.601,1,0.0443,0.00598,0.00761,0.246,0.89,120.346,9,15
1995,239000,4,0.564,0.81,11,-9.619,0,0.273,0.00718,0.00749,0.0608,0.518,176.359,15,15
1997,41000,3,0.11,0.0579,8,-25.625,0,0.0402,0.557,0.966,0.0909,0.0297,68.987,10,15
1997,188000,4,0.604,0.898,11,-4.814,1,0.0548,0.000631,0.000413,0.368,0.336,113.888,13,15
1997,232000,4,0.635,0.841,1,-10.484,1,0.0581,0.0124,0.815,0.111,0.499,119.263,13,15
2004,244000,4,0.576,0.878,7,-3.967,1,0.0292,0.00172,2.99e-06,0.336,0.617,96.996,41,15
2007,196000,4,0.725,0.816,11,-4.41,1,0.0453,0.254,1.05e-05,0.117,0.635,101.361,18,15
2011,249000,4,0.577,0.746,6,-4.403,0,0.0332,0.000386,0.000754,0.0728,0.433,144.987,7,15
2021,319000,4,0.444,0.762,9,-3.344,0,0.0374,0.000906,4.3e-05,0.239,0.239,110.038,30,15
1973,47000,4,0.43,0.569,0,-14.409,1,0.0336,0.617,0.959,0.377,0.939,136.029,30,15
1994,203000,4,0.578,0.524,7,-8.307,1,0.024,0.679,2e-05,0.0817,0.483,99.914,50,15
1973,392000,4,0.339,0.438,9,-13.943,0,0.0474,0.469,0.68,0.109,0.462,111.341,24,15
1973,246000,4,0.395,0.347,5,-12.2,1,0.0278,0.807,0.0025,0.131,0.22,95.959,22,15
1974,179000,4,0.511,0.568,9,-10.497,0,0.0358,0.819,0.886,0.143,0.72,157.544,18,15
1974,363000,4,0.434,0.358,7,-14.803,1,0.0485,0.973,0.521,0.114,0.453,121.151,13,15
1974,360000,4,0.358,0.402,5,-11.829,1,0.0496,0.843,0.0438,0.107,0.353,137.365,16,15
1979,221000,4,0.7,0.577,0,-8.516,1,0.0277,0.662,5.06e-05,0.103,0.795,111.264,52,15
1981,76000,3,0.164,0.294,0,-20.303,1,0.0726,0.53,6.73e-05,0.65,0.19,99.448,36,15
1981,191000,4,0.49,0.666,9,-12.496,0,0.043,0.289,0.000418,0.355,0.707,144.59,41,15
1983,208000,4,0.753,0.29,9,-9.663,0,0.0368,0.81,1.1e-05,0.0451,0.568,112.044,23,15
1983,235000,4,0.567,0.773,9,-9.787,1,0.0301,0.529,0.0014,0.234,0.912,126.395,22,15
1970,299000,4,0.702,0.733,2,-9.331,1,0.0347,0.284,0.0011,0.0839,0.802,132.497,24,15
1970,381000,4,0.43,0.651,0,-10.184,1,0.0371,0.0838,0.0429,0.184,0.535,120.36,24,15
1970,209000,4,0.481,0.665,4,-8.216,1,0.0367,0.219,0.0,0.0762,0.697,145.019,26,15
1970,199000,3,0.549,0.314,0,-9.528,1,0.0359,0.898,4.01e-06,0.103,0.387,146.092,16,15
1973,228000,4,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,68,15
1973,192000,4,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,76,15
1973,161000,4,0.464,0.972,4,-6.887,1,0.0553,0.0111,1.47e-06,0.818,0.91,95.407,36,15
1974,272000,4,0.54,0.929,2,-6.252,1,0.0338,0.0888,1.06e-05,0.314,0.784,140.419,43,15
1975,287000,4,0.653,0.877,0,-8.657,1,0.0468,0.0546,0.0,0.26,0.707,140.941,22,15
1975,271000,4,0.647,0.476,7,-8.87,1,0.0502,0.474,0.0,0.111,0.719,145.807,11,15
1976,83000,4,0.635,0.609,9,-10.868,0,0.0352,0.11,0.881,0.141,0.638,122.37,22,15
1979,270000,4,0.804,0.692,9,-12.249,1,0.0366,0.0135,0.0483,0.0314,0.961,127.076,11,15
1980,323000,4,0.639,0.6,10,-14.174,1,0.042,0.47,0.000726,0.101,0.926,154.476,9,15
1982,213000,4,0.527,0.847,7,-9.899,1,0.0298,0.0245,0.000782,0.155,0.964,169.721,18,15
1983,285000,3,0.673,0.663,0,-7.29,1,0.0269,0.217,0.0174,0.177,0.67,120.634,70,15
1988,276000,4,0.701,0.887,5,-7.402,1,0.0477,0.0197,0.000482,0.372,0.792,116.408,13,15
1988,220000,4,0.719,0.915,3,-7.589,1,0.0355,0.103,0.000404,0.233,0.971,127.88,16,15
1989,258000,4,0.633,0.441,8,-13.941,1,0.0258,0.37,0.00194,0.119,0.498,109.818,28,15
1997,286000,4,0.464,0.443,2,-14.619,0,0.0285,0.384,0.022,0.381,0.11,169.992,20,15
2001,232000,4,0.562,0.884,0,-6.007,1,0.055,0.283,0.00155,0.0755,0.726,90.051,17,15
2001,261000,1,0.591,0.835,7,-6.153,0,0.0325,0.0772,0.00812,0.157,0.672,135.123,18,15
2006,333000,4,0.652,0.868,3,-4.574,1,0.0294,0.246,0.226,0.406,0.923,123.909,15,15
2010,225000,3,0.428,0.441,5,-9.614,0,0.0286,0.738,0.341,0.124,0.25,90.578,14,15
2016,275000,4,0.576,0.66,0,-6.799,1,0.0328,0.186,0.0534,0.128,0.584,86.407,16,15
2016,246000,4,0.464,0.875,2,-4.896,1,0.0316,0.0299,0.333,0.122,0.932,151.827,34,15
1972,202000,4,0.441,0.468,2,-12.097,1,0.0665,0.261,0.00149,0.0468,0.921,176.603,32,15
1972,117000,4,0.279,0.261,0,-21.894,1,0.0448,0.472,0.707,0.149,0.52,96.505,31,15
1977,200000,4,0.465,0.413,2,-9.659,1,0.0295,0.376,0.0,0.0551,0.572,114.525,25,15
1977,201000,4,0.345,0.752,6,-12.319,1,0.194,0.0468,0.062,0.0873,0.292,140.181,7,15
1977,232000,4,0.532,0.692,5,-8.541,1,0.0368,0.808,0.713,0.124,0.931,102.666,9,15
1978,212000,4,0.265,0.561,9,-12.574,1,0.0673,0.337,1.58e-06,0.181,0.258,168.836,10,15
1970,308000,4,0.347,0.791,2,-10.609,1,0.0383,0.00524,0.031,0.222,0.617,121.629,16,15
1970,134000,4,0.509,0.728,7,-12.245,1,0.0427,0.00657,0.799,0.203,0.53,101.257,11,15
1974,298000,4,0.419,0.295,4,-17.587,1,0.0261,0.416,0.368,0.167,0.289,77.702,26,15
1978,475000,3,0.429,0.433,2,-14.851,1,0.0327,0.478,0.212,0.466,0.669,184.689,21,15
1981,207000,4,0.663,0.638,7,-13.367,1,0.032,0.465,0.00642,0.071,0.928,151.547,16,15
1989,352000,4,0.472,0.209,9,-18.207,1,0.0296,0.837,1.9e-05,0.0984,0.214,139.231,23,15
1992,220000,3,0.305,0.0129,9,-23.13,0,0.0339,0.989,0.955,0.109,0.0703,102.616,22,15
1994,188000,4,0.687,0.483,4,-7.911,1,0.0293,0.485,0.0,0.204,0.856,94.799,26,15
1998,355000,4,0.788,0.539,10,-7.164,0,0.192,0.00291,0.000784,0.0452,0.748,90.008,25,15
2001,287000,3,0.54,0.487,11,-6.739,0,0.031,0.65,0.000266,0.108,0.341,138.585,25,15
2001,288000,4,0.81,0.522,11,-7.577,0,0.0369,0.3,2.83e-06,0.179,0.458,110.007,19,15
2004,175000,4,0.47,0.438,9,-8.139,1,0.0457,0.563,0.00194,0.37,0.42,90.254,32,15
2005,300000,4,0.82,0.622,7,-7.562,1,0.0311,0.0981,0.000191,0.294,0.885,124.004,25,15
2010,223000,4,0.694,0.516,6,-12.501,1,0.0246,0.697,0.0996,0.117,0.859,94.157,26,15
2013,354000,3,0.274,0.377,4,-9.516,0,0.0333,0.597,0.018,0.109,0.332,187.843,22,15
2016,263000,4,0.498,0.261,2,-12.066,1,0.0243,0.454,0.00242,0.121,0.374,75.098,10,15
2016,304000,4,0.706,0.336,4,-11.701,0,0.0312,0.558,0.0233,0.111,0.473,81.082,13,15
1981,253000,4,0.403,0.574,7,-8.488,1,0.0306,0.111,0.0393,0.731,0.36,161.276,8,15
1981,185000,4,0.501,0.628,7,-8.406,1,0.0282,0.00489,0.0118,0.237,0.491,155.177,28,15
1981,300000,4,0.719,0.645,0,-7.044,0,0.0347,0.0206,0.326,0.222,0.762,133.441,5,15
1985,357000,4,0.67,0.903,10,-5.796,0,0.0402,0.0129,0.0,0.331,0.953,136.193,17,15
1987,202000,4,0.573,0.396,7,-15.182,0,0.0378,0.336,0.0,0.169,0.483,81.733,6,15
1987,250000,4,0.496,0.551,3,-12.53,1,0.0289,0.118,0.0185,0.39,0.501,96.72,5,15
1989,275000,4,0.698,0.846,7,-5.273,1,0.0444,0.3,5.21e-05,0.161,0.905,119.977,22,15
1999,295000,4,0.454,0.451,9,-5.578,1,0.0315,0.394,0.0,0.0839,0.164,112.088,10,15
1999,207000,4,0.176,0.564,7,-6.411,1,0.0344,0.0642,0.0,0.135,0.344,203.592,4,15
1999,195000,1,0.418,0.39,8,-7.833,1,0.0308,0.806,0.0,0.812,0.449,107.196,5,15
1999,293000,4,0.52,0.635,5,-7.233,1,0.0331,0.152,6.16e-06,0.124,0.154,117.759,21,15
1999,351000,4,0.298,0.513,10,-8.077,1,0.0362,0.134,6.02e-05,0.161,0.118,76.23,3,15
1999,228000,4,0.717,0.919,11,-6.269,1,0.0351,0.000419,5.8e-06,0.142,0.955,110.93,5,15
1968,304000,3,0.522,0.223,2,-12.703,0,0.0354,0.147,6.1e-06,0.219,0.292,138.782,28,15
1968,273000,3,0.515,0.437,0,-9.791,1,0.0553,0.185,4.07e-06,0.104,0.51,123.11,10,15
1968,155000,4,0.497,0.494,5,-8.963,1,0.0422,0.28,0.0,0.149,0.531,63.755,19,15
1973,169000,4,0.643,0.589,7,-12.695,1,0.0291,0.267,4.8e-06,0.116,0.9,133.366,19,15
1975,311000,3,0.559,0.289,4,-12.848,0,0.0315,0.618,0.000393,0.111,0.201,123.845,27,15
1975,168000,4,0.609,0.814,0,-8.141,1,0.0298,0.00285,1.67e-05,0.267,0.881,106.88,28,15
1975,276000,4,0.706,0.629,9,-12.501,0,0.0351,0.435,0.344,0.127,0.76,128.745,25,15
1977,236000,4,0.58,0.35,2,-10.855,0,0.0356,0.522,7.69e-05,0.134,0.469,137.821,53,15
1979,165000,4,0.538,0.345,2,-16.968,1,0.0344,0.714,0.00142,0.0574,0.869,128.671,31,15
2003,237000,3,0.631,0.88,10,-5.554,1,0.0343,0.584,0.000434,0.116,0.71,147.31,24,15
2003,204000,3,0.505,0.904,6,-6.143,1,0.0378,0.576,0.113,0.127,0.71,135.381,35,15
1974,399000,4,0.474,0.597,7,-12.888,1,0.0414,0.0548,0.0014,0.0578,0.593,104.27,8,15
1975,494000,4,0.441,0.641,2,-10.527,1,0.0495,0.00608,0.00713,0.175,0.585,113.709,52,15
1975,296000,4,0.726,0.421,0,-12.889,0,0.0371,0.493,0.000116,0.106,0.918,110.473,16,15
1978,201000,4,0.55,0.699,7,-10.451,1,0.0565,0.0292,0.0232,0.327,0.35,101.255,16,15
2003,288000,4,0.606,0.608,2,-7.941,1,0.0275,0.0136,0.00165,0.353,0.751,123.521,3,15
2003,256000,4,0.603,0.67,9,-7.97,1,0.0284,0.0422,0.00143,0.125,0.696,118.808,4,15
2016,254000,4,0.427,0.913,8,-4.835,1,0.0457,0.003,0.000115,0.147,0.663,141.944,4,15
2023,245000,4,0.604,0.755,1,-8.51,1,0.0279,0.302,5.91e-05,0.099,0.871,124.367,5,15
1970,427000,4,0.31,0.311,6,-16.086,1,0.0417,0.627,0.00247,0.104,0.268,163.238,19,15
1972,344000,4,0.344,0.749,0,-8.436,1,0.193,0.273,0.00153,0.0688,0.397,93.253,34,15
1972,101000,4,0.451,0.255,7,-14.832,1,0.0315,0.964,0.947,0.106,0.637,108.697,41,15
1973,703000,1,0.459,0.66,11,-9.61,1,0.0731,0.0265,1.08e-05,0.0811,0.507,135.776,38,15
1974,417000,4,0.351,0.471,3,-8.841,0,0.0371,0.782,0.000183,0.714,0.184,124.685,33,15
1980,237000,4,0.429,0.487,2,-8.36,1,0.0352,0.342,0.0,0.274,0.149,109.029,32,15
1981,418000,4,0.702,0.687,0,-9.25,1,0.032,0.0195,0.329,0.076,0.175,130.711,49,15
1983,315000,4,0.617,0.899,10,-8.209,1,0.0445,0.0882,0.0038,0.378,0.962,144.313,39,15
1983,367000,4,0.474,0.777,4,-8.177,0,0.0288,0.000122,0.566,0.39,0.461,102.04,42,15
1991,341000,4,0.605,0.655,3,-7.637,1,0.0245,0.0622,0.156,0.146,0.412,100.006,31,15
1991,230000,4,0.574,0.526,0,-8.274,1,0.0254,0.517,0.0117,0.35,0.289,76.979,41,15
1972,218000,4,0.503,0.865,5,-7.395,1,0.0964,0.0035,0.453,0.326,0.659,90.268,27,15
1974,150000,4,0.713,0.976,9,-2.888,1,0.0368,0.191,4.65e-06,0.352,0.953,116.922,11,15
1974,370000,4,0.498,0.893,7,-5.075,1,0.107,0.0642,0.0286,0.778,0.556,95.324,10,15
1974,165000,4,0.456,0.933,0,-5.212,1,0.153,0.375,0.0,0.563,0.367,125.051,49,15
1976,260000,4,0.612,0.717,9,-11.328,1,0.0301,0.00238,0.0021,0.0708,0.738,112.22,4,15
1976,440000,4,0.372,0.515,5,-12.551,1,0.0321,0.0182,1.29e-06,0.269,0.24,123.145,4,15
1977,258000,4,0.543,0.335,2,-16.752,1,0.0459,0.29,0.00477,0.114,0.225,91.037,42,15
1977,359000,3,0.428,0.557,2,-5.463,1,0.0602,0.527,9.33e-05,0.801,0.36,132.376,16,15
1978,320000,4,0.443,0.103,5,-19.841,1,0.0298,0.403,0.00068,0.0782,0.155,78.149,20,15
1982,243000,4,0.31,0.87,2,-12.068,1,0.0642,0.0139,0.00514,0.466,0.638,169.412,7,15
1982,272000,4,0.429,0.39,2,-13.3,1,0.0299,0.437,0.000385,0.19,0.165,123.555,8,15
1983,194000,4,0.831,0.463,4,-13.055,1,0.0415,0.0141,0.00204,0.0674,0.587,113.714,9,15
1983,232000,4,0.664,0.569,4,-10.427,1,0.0325,0.0182,1.41e-05,0.0951,0.705,132.593,32,15
1983,218000,4,0.62,0.467,1,-11.875,0,0.0252,0.00249,1.3e-05,0.32,0.326,104.941,11,15
2016,214000,4,0.585,0.6,6,-8.058,0,0.0226,0.343,1.28e-06,0.0949,0.443,96.011,9,15
1986,224000,4,0.61,0.85,4,-10.962,1,0.0318,0.031,5.85e-06,0.12,0.891,127.892,28,15
1988,277000,4,0.67,0.725,10,-13.207,1,0.0326,0.243,0.000322,0.132,0.914,135.672,20,15
1988,235000,4,0.799,0.466,11,-13.338,0,0.0299,0.211,0.000167,0.0491,0.94,114.979,21,15
1991,241000,4,0.658,0.795,0,-12.091,1,0.0383,0.0359,0.00118,0.326,0.873,136.873,13,15
2001,289000,4,0.515,0.891,0,-4.888,1,0.0539,0.233,0.000161,0.611,0.843,172.171,12,15
1981,233000,4,0.682,0.468,6,-13.994,0,0.0439,0.036,0.368,0.195,0.921,133.826,6,15
1984,241000,4,0.688,0.668,9,-6.109,1,0.053,0.0198,0.000197,0.0483,0.805,131.262,31,15
1985,236000,4,0.697,0.695,6,-8.211,1,0.0465,0.0325,0.00828,0.114,0.605,115.813,38,15
1985,143000,4,0.741,0.549,9,-13.173,0,0.028,0.0646,0.781,0.0655,0.965,135.504,17,15
1990,248000,4,0.661,0.932,2,-2.647,0,0.0584,0.00831,0.000192,0.289,0.691,120.258,17,15
1992,127000,4,0.567,0.614,0,-8.177,1,0.0289,0.0263,0.000504,0.284,0.421,110.013,21,15
1993,161000,4,0.719,0.903,1,-3.18,0,0.0768,0.213,0.0,0.209,0.817,118.111,7,15
1997,234000,4,0.697,0.487,5,-7.561,1,0.0269,0.024,0.000143,0.143,0.402,89.987,16,15
1980,197000,4,0.478,0.823,11,-5.346,0,0.206,0.000777,0.228,0.169,0.764,171.266,38,15
1982,218000,4,0.289,0.942,9,-4.67,1,0.0653,0.00161,0.000675,0.139,0.498,154.601,33,15
1982,351000,4,0.328,0.667,4,-5.373,0,0.0322,0.00569,3.56e-05,0.0873,0.291,140.38,44,15
1990,257000,4,0.227,0.967,0,-4.474,1,0.0619,0.0487,0.000912,0.233,0.597,97.471,21,15
2000,240000,4,0.275,0.985,4,-4.106,0,0.172,0.00368,1.31e-05,0.254,0.326,103.87,25,15
2000,546000,4,0.337,0.916,9,-3.981,1,0.0459,0.07,0.000264,0.603,0.41,128.549,24,15
2003,441000,4,0.23,0.845,5,-5.732,1,0.0547,0.00546,0.00297,0.123,0.214,94.36,27,15
2010,320000,4,0.305,0.914,2,-5.794,1,0.0718,0.0029,3.04e-05,0.0592,0.371,105.864,21,15
2010,468000,3,0.183,0.881,0,-6.52,1,0.0643,0.00404,0.000736,0.0925,0.198,76.959,21,15
1968,261000,4,0.54,0.484,7,-9.745,1,0.0314,0.836,0.000223,0.529,0.484,109.09,40,15
1969,261000,3,0.338,0.62,7,-8.22,1,0.0455,0.737,0.267,0.624,0.5,176.922,54,15
1969,249000,3,0.3,0.618,9,-9.982,1,0.121,0.0757,0.134,0.751,0.378,175.116,38,15
1966,176000,4,0.407,0.625,7,-10.436,1,0.0421,0.0326,0.00271,0.18,0.723,79.58,21,15
1966,214000,4,0.526,0.445,0,-11.241,1,0.0363,0.157,0.0066,0.325,0.393,118.718,20,15
1966,156000,4,0.452,0.657,7,-9.22,1,0.0556,0.491,0.0,0.219,0.695,112.2,18,15
1967,400000,4,0.531,0.369,0,-14.721,1,0.0765,0.309,0.363,0.133,0.148,109.046,9,15
1968,186000,4,0.358,0.497,4,-11.644,0,0.0316,0.0394,0.012,0.0976,0.375,104.852,10,15
1972,198000,4,0.425,0.739,2,-6.119,0,0.0538,0.187,0.0141,0.158,0.488,130.768,10,15
1969,241000,4,0.478,0.183,9,-18.041,0,0.0591,0.757,0.0813,0.237,0.655,122.647,18,15
1978,192000,3,0.525,0.879,0,-8.675,0,0.0786,0.0838,6.27e-06,0.289,0.936,165.061,23,15
1982,188000,3,0.7,0.864,10,-10.483,1,0.0542,0.0252,3.63e-06,0.0796,0.599,127.344,11,15
1984,133000,4,0.515,0.442,7,-9.103,0,0.0439,0.553,0.0,0.0958,0.525,149.171,13,15
1989,211000,4,0.61,0.489,0,-12.275,1,0.0331,0.348,0.0,0.218,0.51,81.867,11,15
1991,465000,4,0.628,0.589,0,-10.883,1,0.0245,0.318,0.0017,0.124,0.453,92.036,9,15
1999,321000,4,0.591,0.556,5,-10.155,1,0.0347,0.409,7.53e-05,0.062,0.587,142.065,7,15
2022,209000,4,0.691,0.445,5,-9.824,1,0.042,0.654,0.000834,0.318,0.703,87.543,12,15
2023,181000,4,0.651,0.855,2,-6.147,1,0.0511,0.187,0.000438,0.0939,0.743,133.944,14,15
1972,75000,3,0.347,0.18,0,-11.885,1,0.0355,0.292,0.197,0.144,0.33,164.255,18,15
1974,63000,4,0.659,0.266,4,-17.327,0,0.0813,0.245,2.23e-06,0.143,0.495,130.355,20,15
1981,190000,4,0.591,0.526,9,-10.69,1,0.0323,0.0112,0.00019,0.154,0.592,78.773,21,15
1983,183000,4,0.572,0.651,4,-12.522,1,0.0463,0.0256,0.00464,0.061,0.728,117.702,23,15
1983,215000,4,0.264,0.313,1,-23.274,1,0.0449,0.437,0.856,0.381,0.106,82.673,8,15
1985,232000,4,0.694,0.36,9,-16.17,1,0.0305,0.00454,0.00328,0.365,0.595,115.962,11,15
1991,270000,4,0.748,0.369,11,-11.644,1,0.0424,0.0135,4.41e-05,0.0663,0.735,86.49,8,15
1991,168000,4,0.815,0.468,5,-11.476,1,0.045,0.00181,0.065,0.316,0.604,116.546,12,15
1992,93000,4,0.435,0.254,5,-14.588,1,0.0307,0.651,0.00727,0.133,0.198,170.131,6,15
2012,261000,3,0.562,0.503,8,-7.11,1,0.0239,0.134,0.0,0.208,0.159,103.998,21,15
2012,224000,4,0.609,0.925,11,-2.688,0,0.119,0.000776,0.893,0.0669,0.708,115.912,16,15
1971,226000,4,0.545,0.352,7,-14.425,1,0.048,0.885,0.0625,0.198,0.206,74.163,43,15
1972,211000,4,0.36,0.814,4,-11.05,1,0.131,0.478,0.0297,0.548,0.72,176.092,21,15
1972,318000,3,0.256,0.773,9,-9.182,1,0.0539,0.237,0.0114,0.335,0.302,108.501,33,15
1973,173000,4,0.474,0.92,1,-8.818,0,0.0567,0.11,1.4e-05,0.348,0.571,116.176,26,15
1975,230000,4,0.644,0.902,2,-8.375,1,0.0285,0.428,0.474,0.135,0.963,104.7,23,15
1984,201000,4,0.657,0.873,9,-4.698,1,0.027,0.0117,0.00582,0.402,0.767,123.212,23,15
1984,66000,4,0.867,0.549,1,-7.188,1,0.0551,0.331,2.84e-06,0.0775,0.553,91.784,19,15
1976,490000,4,0.277,0.652,2,-9.569,1,0.0533,0.048,0.047,0.119,0.19,117.748,23,15
1977,327000,4,0.277,0.755,2,-10.654,1,0.0545,0.0025,0.00976,0.0785,0.431,131.527,15,15
1978,206000,4,0.248,0.649,2,-8.348,0,0.048,0.0542,0.0021,0.129,0.247,110.646,31,15
1983,266000,4,0.419,0.603,11,-5.63,1,0.0284,0.215,0.0,0.0997,0.232,129.538,68,15
1996,246000,4,0.514,0.514,1,-5.82,1,0.0275,0.253,0.0,0.258,0.218,132.145,55,15
2000,309000,4,0.482,0.913,5,-4.727,1,0.108,0.00513,0.000252,0.26,0.576,143.485,38,15
2008,352000,4,0.491,0.87,9,-5.146,1,0.0475,0.00661,1.01e-06,0.123,0.363,141.961,22,15
2008,328000,4,0.473,0.677,7,-5.382,1,0.0342,0.0531,0.0,0.1,0.158,115.955,21,15
2008,302000,4,0.39,0.98,2,-3.894,1,0.114,0.00105,0.0,0.382,0.268,152.883,20,15
2022,297000,4,0.464,0.808,9,-6.089,1,0.0435,0.0498,1.55e-06,0.353,0.336,110.967,14,15
2022,304000,4,0.486,0.87,6,-5.494,1,0.0482,0.00793,0.0,0.328,0.513,117.952,18,15
1977,276000,3,0.247,0.516,4,-7.126,0,0.0356,0.042,0.0213,0.327,0.133,143.029,32,15
1981,274000,4,0.538,0.923,0,-5.154,1,0.0447,0.00046,0.00863,0.564,0.445,124.449,44,15
1990,56000,3,0.138,0.192,11,-17.883,0,0.047,0.00934,0.973,0.204,0.104,140.84,36,15
2001,268000,4,0.453,0.484,2,-9.635,0,0.0286,0.0194,0.00184,0.0772,0.127,100.046,10,15
2005,809000,4,0.405,0.721,10,-6.619,0,0.0403,0.000781,0.00382,0.214,0.146,129.998,29,15
2014,235000,4,0.339,0.866,9,-4.88,0,0.0339,0.0804,0.331,0.282,0.599,160.137,27,15
2014,294000,3,0.45,0.862,3,-5.287,0,0.0571,0.000508,0.000247,0.029,0.306,93.048,30,15
2018,213000,4,0.517,0.917,9,-5.954,0,0.037,2.73e-05,0.25,0.0672,0.491,92.508,36,15
2024,181000,4,0.477,0.94,9,-5.487,0,0.0619,0.000297,0.0596,0.195,0.691,168.028,39,15
